[05/31/18 21:54:40] Server Open OK # Port:20000
[05/31/18 21:55:37] Connect Session # IP:127.0.0.1 / SessionID:209 
[05/31/18 21:55:37] Connect Session # IP:127.0.0.1 / SessionID:210 
[05/31/18 21:55:37] Connect Session # IP:127.0.0.1 / SessionID:211 
[05/31/18 21:55:37] Connect Session # IP:127.0.0.1 / SessionID:212 
[05/31/18 21:55:37] Connect Session # IP:127.0.0.1 / SessionID:213 
[05/31/18 21:55:37] Connect Session # IP:127.0.0.1 / SessionID:214 
[05/31/18 21:55:37] Connect Session # IP:127.0.0.1 / SessionID:215 
[05/31/18 21:55:37] Connect Session # IP:127.0.0.1 / SessionID:216 
[05/31/18 21:55:37] Connect Session # IP:127.0.0.1 / SessionID:217 
[05/31/18 21:55:37] Connect Session # IP:127.0.0.1 / SessionID:218 
[05/31/18 21:55:37] Connect Session # IP:127.0.0.1 / SessionID:219 
[05/31/18 21:55:37] Connect Session # IP:127.0.0.1 / SessionID:220 
[05/31/18 21:55:37] Connect Session # IP:127.0.0.1 / SessionID:221 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:222 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:223 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:224 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:225 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:226 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:227 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:228 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:229 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:230 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:231 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:232 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:233 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:234 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:235 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:236 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:237 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:238 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:239 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:240 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:241 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:242 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:243 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:244 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:245 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:246 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:247 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:248 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:249 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:250 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:251 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:252 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:253 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:254 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:255 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:256 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:257 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:258 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:259 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:260 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:261 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:262 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:263 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:264 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:265 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:266 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:267 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:268 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:269 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:270 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:271 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:272 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:273 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:274 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:275 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:276 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:277 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:278 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:279 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:280 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:281 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:282 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:283 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:284 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:285 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:286 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:287 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:288 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:289 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:290 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:291 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:292 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:293 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:294 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:295 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:296 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:297 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:298 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:299 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:300 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:301 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:302 
[05/31/18 21:55:38] Frame : 26  Loop : 30
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:303 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:304 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:305 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:306 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:307 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:308 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:309 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:310 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:311 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:312 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:313 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:314 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:315 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:316 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:317 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:318 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:319 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:320 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:321 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:322 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:323 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:324 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:325 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:326 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:327 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:328 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:329 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:330 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:331 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:332 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:333 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:334 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:335 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:336 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:337 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:338 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:339 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:340 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:341 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:342 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:343 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:344 
[05/31/18 21:55:38] Connect Session # IP:127.0.0.1 / SessionID:345 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:346 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:347 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:348 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:349 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:350 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:351 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:352 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:353 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:354 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:355 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:356 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:357 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:358 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:359 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:360 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:361 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:362 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:363 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:364 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:365 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:366 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:367 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:368 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:369 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:370 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:371 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:372 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:373 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:374 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:375 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:376 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:377 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:378 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:379 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:380 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:381 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:382 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:383 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:384 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:385 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:386 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:387 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:388 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:389 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:390 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:391 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:392 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:393 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:394 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:395 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:396 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:397 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:398 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:399 
[05/31/18 21:55:39] Frame : 16  Loop : 16
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:400 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:401 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:402 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:403 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:404 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:405 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:406 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:407 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:408 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:409 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:410 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:411 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:412 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:413 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:414 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:415 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:416 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:417 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:418 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:419 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:420 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:421 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:422 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:423 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:424 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:425 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:426 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:427 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:428 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:429 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:430 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:431 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:432 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:433 
[05/31/18 21:55:39] Connect Session # IP:127.0.0.1 / SessionID:434 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:435 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:436 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:437 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:438 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:439 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:440 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:441 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:442 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:443 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:444 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:445 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:446 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:447 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:448 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:449 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:450 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:451 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:452 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:453 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:454 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:455 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:456 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:457 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:458 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:459 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:460 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:461 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:462 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:463 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:464 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:465 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:466 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:467 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:468 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:469 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:470 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:471 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:472 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:473 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:474 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:475 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:476 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:477 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:478 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:479 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:480 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:481 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:482 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:483 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:484 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:485 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:486 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:487 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:488 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:489 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:490 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:491 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:492 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:493 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:494 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:495 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:496 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:497 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:498 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:499 
[05/31/18 21:55:40] Connect Session # IP:127.0.0.1 / SessionID:500 
[05/31/18 21:55:40] Frame : 14  Loop : 14
[05/31/18 21:55:41] Frame : 48  Loop : 3550
[05/31/18 21:56:16] Frame : 5  Loop : 614
[05/31/18 21:56:18] Frame : 79  Loop : 40171
[05/31/18 21:58:07] Server Open OK # Port:20000
[05/31/18 21:58:18] Frame : 26  Loop : 37187
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:1 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:2 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:3 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:4 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:5 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:6 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:7 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:8 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:9 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:10 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:11 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:12 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:13 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:14 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:15 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:16 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:17 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:18 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:19 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:20 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:21 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:22 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:23 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:24 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:25 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:26 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:27 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:28 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:29 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:30 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:31 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:32 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:33 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:34 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:35 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:36 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:37 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:38 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:39 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:40 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:41 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:42 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:43 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:44 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:45 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:46 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:47 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:48 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:49 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:50 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:51 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:52 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:53 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:54 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:55 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:56 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:57 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:58 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:59 
[05/31/18 21:58:21] Connect Session # IP:127.0.0.1 / SessionID:60 
